equity
20005.005005005005
19891.950949862734
19855.2745221018
19878.355045659206
19874.678191845327
19893.649492725715
19755.11628642772
19743.42383364878
19745.4696421455
19569.357205162218
19555.642187598773
19538.967009344284
19553.5447510453
19549.933774883175
19557.376820769678
19553.66481075418
19542.003929521332
19562.51380175613
19564.04046264444
19577.4241678965
19561.0225683229
19551.182264642717
19552.921490261506
19557.873461204766
19628.330796589064
9747.101349046832
9766.806302390547
9723.632032067151
9729.91138282786
9682.493102874023
9690.982400468733
9683.08739942077
9694.507036142142
9677.918978683441
9684.998291394164
9713.525178711232
9716.458783203534
9697.436069122548
9699.001485411072
9698.636417532354
9677.811221617274
9669.329107826972
9658.80222207198
9683.624225532229
9677.170556878416
9667.574300331244
9689.584823974183
9694.28629742478
9680.581557827501
9686.32141755209
9666.224398175058
9672.55986059265
9685.220336257784
9701.895905515677
9741.884226234328
9731.3749734538
9724.936978555066
9739.36336395911
9729.305384710233
9729.639105078792
9719.35712174691
9734.350374626314
9734.413722719759
9738.067013799442
9744.5539891828
9744.65390937143
9722.581343781303
9720.679594831709
9715.200964358439
9696.848303307082
9713.945104732726
9717.158877597067
9662.563923290962
9674.665368358274
9721.938719823062
9687.87311930492
9698.823849520177
9743.458785546649
9764.114182448375
9756.308652418988
9737.419818329301
9733.088637342447
9751.79069251744
9738.121218869092
9725.38759901359
9722.122233372113
9716.624663778122
9728.090668691602
9718.058159294731
9737.699333628212
9746.597455001236
9792.678948006884
9792.65347815488
9759.920146818462
9780.226149596547
9822.241609305429
9894.54137611962
9894.54137611962
9894.54137611962
9889.599047759919
9868.23503914803
9845.338001839136
9860.172514311318
9856.62147392579
9863.482967584561
9854.311456771171
9839.758793053225
9845.852820171753
9849.031236190764
9853.757281180082
9835.535505301184
9841.583192421833
9843.736415337047
9843.822112593401
9835.048617926193
9818.596649089635
9813.692255159021
9787.42041636723
9777.783844689427
9772.899836775
9767.509974593053
9775.656933933944
9770.360000410306
9756.004765807053
9748.644816068947
9732.454619427273
9732.330536092486
9739.076683408279
9743.355951161438
9742.853831552782
9735.025008922037
9735.105373776176
9730.536792548115
9722.439229845131
9723.710280378185
9733.280127208984
9725.628107257344
9716.272995316802
19418.40598429525
19418.74556668759
19403.083458630113
19416.476304122792
19441.11604097859
19439.017215203865
19322.232029640778
19328.743254942518
19317.448896014073
19287.919158500008
19250.25007099258
19248.903382012217
19261.342585757062
19477.102218923024
19463.72663588392
19439.057712144582
19423.02464201887
19454.24978881389
19474.82539890558
19462.73807680551
19477.363397015073
19473.030452467967
19453.214217678913
19487.326688281544
9717.714647750388
9717.714647750388
19440.293016545696
19437.992132441563
19448.712528809592
19455.009992230614
19453.680390940368
19438.480041686962
19482.669198018586
19458.174598810336
19494.421136908095
19254.156335970252
19246.168267527548
19244.857828460837
19224.595503189852
19225.826521707062
19217.426222793154
19233.277555957928
19222.886070410193
19201.060547022113
19209.189807552815
19215.71426872621
19214.969858655128
19225.818327523382
19232.766364960764
19259.420783822654
19250.316415434234
19274.498081790738
19256.000027297872
19228.046515162063
19221.145751861284
19206.96792313235
19217.027859402024
19213.657528622956
19198.80966779786
19202.88091644234
19165.89489260575
19208.446658125373
19199.085118433817
19205.39148825701
19248.638498745644
19250.800502593076
19246.233190675153
9540.642235162239
9530.765685829007
9526.098407359947
9555.07951566926
9550.306748678417
9550.433393166135
9550.318984860805
9549.770192080687
9559.281376651174
9568.005162884969
9564.092643566284
9601.100365390816
9613.630827965637
9627.528072113237
9595.144403613273
9604.713710050106
9612.201641862674
9601.447872970646
9576.367369929187
9596.312959031364
9586.845824717475
9560.555163237805
9575.609338430226
9571.628908299286
9545.97514011293
9534.139080888654
9544.761922629123
9551.723086789872
9562.586369514274
9552.625505241014
9540.984613125831
9528.564276192506
9513.164428847613
9531.579271533003
9541.729796633283
9521.032294123339
9560.710562754135
9572.701409685627
9555.996573489014
9535.53094663533
9529.99040324987
9532.964407379368
9542.735610825606
9541.381065435213
9564.046757882328
9565.403750509198
9575.176789382796
9575.94216259119
9557.3382708879
9533.612313236834
9529.461188361574
9546.804753278862
9536.787602566616
9527.90719319825
9536.540431682371
9520.754532783125
9534.50004826911
9564.350215205559
9566.516019488303
9555.38904703343
9551.953738827891
9552.013696121596
9536.024676594701
9530.177616840414
9526.294464359464
9526.943593835167
9532.416838217487
9521.292312999092
9508.592991107314
9515.213989397667
9516.422312408518
9521.607394695595
9525.65573563879
9530.01609923289
9526.344020898136
9519.689373106215
9519.282520041801
9519.133238616663
9527.831940676562
9532.186797988586
9536.666464360973
9530.213713578461
9522.556310639811
9530.788202341595
9528.650541278344
9508.675585338435
9512.775318247663
9503.506410088465
9507.619602798319
9508.660290110449
9517.783587699225
9520.641348096031
9522.54835712126
9526.70804732419
9519.207267520113
9516.68416671163
9519.835595485756
9512.95519012877
9535.841745667994
9548.629779882089
9549.592155626935
9555.923768203802
9551.644775222587
9549.650277493281
9549.799558918417
9555.857081009784
9539.43857148106
9548.29206124817
9555.503455338761
9552.648753987552
9544.72154322724
9550.787018837162
9567.02382105742
9563.18165978747
9561.533446019756
9575.188413756066
9568.832328814424
9589.880397949793
9629.712230669564
9628.186378725732
9618.78593160586
9617.285775645045
9606.195511737336
9536.53003092734
9531.303957429263
9525.582318544459
9537.680232071849
9543.53340991733
9540.474364320235
9540.12257407657
9529.299670754048
9534.156211543996
9538.347715821135
9475.811034870607
9465.134965736746
9472.761166410306
9478.317616832868
9481.010188767432
9486.049048674964
9475.426818743614
9492.533613531687
9511.18767358277
9511.695475151886
9493.650776983744
9481.796975295001
9477.162521215403
9481.622609695969
9481.494129780891
9471.339322016775
9481.08421767088
9479.8183846028
9463.875250759864
9465.120282317883
9441.299494253304
9450.051423706593
9438.90364974166
9424.229408012397
9431.350254353314
9434.939126647825
9438.748250225328
9442.105858672698
9447.53811184402
9455.673949514054
9449.13982811866
9442.105246863579
9448.260046604933
9458.61369233286
9462.223366137434
9459.79387212422
9488.150613000169
9504.97414016595
9506.113328746309
9490.370256485421
9491.751721477069
9491.303877201655
9527.7481228272
9526.378282208821
9524.568550833581
9497.260450788315
9475.22002726125
9462.16218522549
9422.654611339012
